rID	ingrID	unit	amount
5852	162	tablespoon	2
5852	137	teaspoon	1
5852	30	tablespoon	2
5852	198	cup	2
5852	195	cup	2
5852	119	cup	4
5852	143	pound	3
5852	121	None	None
5853	143	pound	3
5853	100	cup	3
5853	162	None	None
5853	30	tablespoon	6
5853	47	cup	3
5854	119	tablespoon	2
5854	76	None	None
5854	110	None	None
5854	68	None	None
5854	162	teaspoon	2
5854	137	teaspoon	4
5854	185	teaspoon	4
5854	125	teaspoon	4
5854	118	teaspoon	8
5854	145	None	None
5855	111	None	None
5855	178	tablespoon	1
5855	100	tablespoon	2
5855	24	cup	3
5856	74	tablespoon	2
5856	178	None	None
5856	162	teaspoon	2
5856	30	cup	4
5856	68	None	None
5856	152	None	None
5856	100	tablespoon	1
5856	190	teaspoon	1
5856	23	None	None
5856	94	None	None
5857	74	cup	2
5857	178	cup	3
5857	52	tablespoon	6
5857	14	teaspoon	4
5857	162	cup	4
5857	195	cup	3
5857	58	cup	3
5857	190	teaspoon	2
5857	197	cup	1
5857	47	cup	4
5858	30	cup	4
5858	13	tablespoon	3
5858	162	teaspoon	2
5858	178	None	None
5858	12	tablespoon	6
5858	74	cup	4
5858	92	cup	2
5859	41	cup	3
5859	119	None	None
5859	121	cup	2
5859	47	tablespoon	3
5859	152	cup	1
5859	198	cup	4
5859	30	tablespoon	2
5859	26	cup	2
5859	45	None	None
5859	68	None	None
5860	193	ounce	8
5860	183	teaspoon	1
5860	178	cup	2
5860	7	cup	2
5860	63	None	None
5860	96	None	None
5860	100	ounce	4
5861	30	cup	2
5861	47	tablespoon	2
5861	158	tablespoon	2
5861	76	None	None
5861	100	teaspoon	2
5861	41	cup	1
5861	198	cup	4
5861	74	tablespoon	2
5862	41	teaspoon	2
5862	74	tablespoon	2
5862	90	cup	1
5862	137	teaspoon	4
5863	56	ounce	6
5863	190	teaspoon	1
5863	30	cup	3
5863	162	tablespoon	1
5863	178	cup	2
5863	58	tablespoon	2
5863	197	cup	3
5863	110	cup	2
5863	68	None	None
5863	20	None	None
5863	15	None	None
5863	124	tablespoon	3
5863	62	ounce	3
5863	47	None	None
5864	30	tablespoon	3
5864	42	pound	3
5864	41	cup	8
5864	162	None	None
5864	137	teaspoon	4
5864	121	None	None
5864	76	None	None
5864	79	tablespoon	2
5864	186	cup	4
5864	183	teaspoon	4
5864	64	teaspoon	2
5864	189	teaspoon	2
5864	57	teaspoon	2
5864	35	teaspoon	4
5864	90	cup	2
5864	143	pound	1
5864	152	None	None
5865	68	None	None
5865	162	teaspoon	4
5865	137	teaspoon	2
5865	47	tablespoon	3
5865	59	None	None
5865	121	None	None
5865	39	cup	1
5865	74	cup	4
5866	56	None	None
5866	190	teaspoon	2
5866	1	cup	1
5866	30	tablespoon	2
5866	47	ounce	4
5866	62	None	None
5866	178	tablespoon	3
5866	100	teaspoon	4
5866	68	None	None
5866	172	None	None
5866	149	cup	2
5867	119	tablespoon	2
5867	121	None	None
5867	137	None	None
5867	76	tablespoon	1
5867	47	cup	4
5867	21	pound	1
5867	186	cup	2
5867	44	tablespoon	1
5867	64	teaspoon	1
5867	50	teaspoon	2
5867	58	cup	2
5867	20	cup	2
5867	143	pound	2
5867	30	tablespoon	2
5867	110	cup	2
5868	119	None	None
5868	68	None	None
5868	178	tablespoon	1
5868	190	teaspoon	4
5868	74	cup	1
5868	110	cup	3
5868	30	tablespoon	5
5868	197	cup	2
5869	152	tablespoon	1
5869	43	None	None
5869	47	tablespoon	2
5869	178	teaspoon	2
5869	73	tablespoon	3
5869	103	cup	3
5870	187	None	None
5870	109	cup	3
5870	47	None	None
5870	129	tablespoon	1
5870	100	tablespoon	1
5870	26	None	None
5871	26	cup	2
5871	30	tablespoon	2
5871	47	cup	4
5871	41	cup	3
5871	131	cup	4
5871	102	cup	4
5871	111	cup	2
5871	90	cup	4
5872	167	None	None
5872	76	None	None
5872	79	cup	4
5872	162	teaspoon	2
5872	178	teaspoon	1
5872	58	tablespoon	1
5872	68	tablespoon	1
5872	47	tablespoon	1
5872	173	tablespoon	1
5872	171	pound	1
5872	26	cup	1
5872	119	None	None
5873	115	pound	1
5873	30	cup	4
5873	74	cup	4
5873	121	pound	4
5873	90	tablespoon	6
5873	26	cup	4
5874	176	ounce	2
5874	21	cup	8
5874	79	None	None
5874	76	None	None
5874	51	None	None
5874	3	None	None
5874	50	None	None
5874	73	teaspoon	1
5874	162	None	None
5874	152	ounce	4
5874	47	ounce	8
5874	115	ounce	4
5874	20	cup	1
5874	49	cup	2
5874	43	None	None
5874	164	None	None
5874	121	None	None
5874	36	None	None
5874	103	None	None
5875	74	cup	3
5875	14	teaspoon	1
5875	162	cup	1
5875	30	cup	1
5875	178	cup	4
5875	68	None	None
5875	190	tablespoon	1
5875	46	cup	2
5875	47	cup	1
5876	178	cup	2
5876	192	tablespoon	3
5876	195	tablespoon	3
5877	30	tablespoon	0
5877	178	cup	1
5877	60	None	None
5877	110	cup	2
5877	77	teaspoon	1
5877	100	teaspoon	2
5877	68	None	None
5877	197	cup	4
5878	47	teaspoon	2
5878	103	teaspoon	4
5878	121	tablespoon	1
5878	141	pound	4
5878	58	tablespoon	2
5878	119	tablespoon	1
5879	74	cup	4
5879	178	cup	3
5879	162	cup	3
5879	170	cup	3
5879	30	cup	4
5879	195	tablespoon	3
5879	4	teaspoon	1
5879	197	cup	2
5879	92	cup	3
5879	123	teaspoon	1
5879	47	cup	3
5879	135	cup	3
5879	1	cup	3
5880	83	None	None
5880	121	cup	2
5880	47	lb	1
5880	103	None	None
5880	43	teaspoon	2
5880	137	None	None
5880	119	tablespoon	1
5880	58	None	None
5880	11	None	None
5880	159	cup	2
5881	76	None	None
5881	119	None	None
5881	41	cup	2
5881	58	None	None
5881	186	cup	2
5882	130	pound	1
5882	30	tablespoon	2
5882	119	tablespoon	6
5882	76	None	None
5882	20	None	None
5882	160	cup	3
5882	27	None	None
5882	198	cup	3
5883	195	None	None
5883	162	cup	3
5883	141	None	None
5883	76	None	None
5883	58	teaspoon	2
5883	31	None	None
5883	36	pound	1
5883	185	None	None
5883	116	None	None
5884	195	cup	1
5884	30	cup	4
5884	162	teaspoon	2
5884	74	cup	1
5884	68	None	None
5884	39	cup	2
5884	121	cup	3
5885	198	cup	1
5885	47	cup	3
5885	124	cup	2
5885	92	tablespoon	1
5885	41	cup	2
5885	30	tablespoon	3
5886	76	None	None
5886	109	cup	2
5886	137	tablespoon	1
5886	121	None	None
5886	96	None	None
5886	31	cup	4
5886	30	tablespoon	2
5886	74	cup	2
5886	162	tablespoon	2
5886	41	None	None
5886	119	None	None
5886	155	None	None
5886	184	None	None
5887	119	tablespoon	2
5887	68	None	None
5887	162	None	None
5887	152	cup	2
5888	30	tablespoon	2
5888	119	tablespoon	2
5888	47	tablespoon	2
5888	41	cup	1
5888	198	cup	2
5888	76	None	None
5888	172	cup	2
5888	116	tablespoon	3
5888	141	None	None
5889	194	cup	2
5889	137	teaspoon	2
5889	162	teaspoon	1
5889	80	pound	2
5890	58	None	None
5890	178	cup	3
5890	13	tablespoon	1
5890	162	teaspoon	2
5890	59	None	None
5890	121	None	None
5890	68	None	None
5890	186	None	None
5891	100	tablespoon	1
5891	198	tablespoon	1
5891	162	teaspoon	2
5891	119	tablespoon	2
5891	195	cup	3
5891	7	cup	6
5891	139	cup	4
5891	72	cup	3
5891	137	None	None
5891	122	None	None
5892	143	cup	2
5892	137	None	None
5892	121	None	None
5892	119	tablespoon	1
5892	115	lb	4
5892	47	cup	2
5892	68	None	None
5893	7	cup	0
5893	159	cup	2
5893	123	None	None
5893	119	cup	4
5893	100	cup	4
5894	119	None	None
5894	137	None	None
5894	121	None	None
5894	40	None	None
5894	47	tablespoon	2
5894	130	pound	1
5895	21	ounce	4
5895	195	cup	4
5895	80	ounce	8
5895	26	None	None
5895	119	None	None
5895	137	None	None
5896	121	cup	2
5896	47	None	None
5896	76	None	None
5896	119	None	None
5896	188	pound	2
5896	137	teaspoon	4
5896	186	None	None
5896	198	cup	2
5896	16	teaspoon	1
5896	185	teaspoon	4
5896	0	teaspoon	8
5896	153	ounce	5
5896	68	None	None
5896	114	ounce	2
5897	35	teaspoon	2
5897	50	teaspoon	2
5897	137	teaspoon	2
5897	51	teaspoon	4
5897	99	pound	2
5897	119	tablespoon	2
5897	121	cup	5
5897	79	teaspoon	2
5897	195	cup	1
5897	5	cup	3
5897	198	teaspoon	1
5897	178	teaspoon	1
5898	30	teaspoon	3
5898	139	cup	4
5898	121	cup	2
5898	152	None	None
5898	195	cup	2
5898	148	tablespoon	2
5898	178	teaspoon	1
5898	162	teaspoon	4
5898	159	teaspoon	4
5898	35	teaspoon	4
5899	74	cup	4
5899	162	teaspoon	4
5899	178	cup	3
5899	68	None	None
5899	110	cup	1
5899	100	tablespoon	5
5899	47	cup	4
5899	195	cup	2
5900	186	lb	3
5900	115	lb	4
5900	162	teaspoon	2
5900	137	teaspoon	4
5900	119	tablespoon	5
5900	26	None	None
5900	76	None	None
5900	192	teaspoon	1
5900	88	lb	4
5900	68	None	None
5901	74	cup	3
5901	14	teaspoon	2
5901	79	cup	3
5901	50	teaspoon	2
5901	51	teaspoon	2
5901	162	cup	1
5901	30	cup	1
5901	178	cup	1
5901	112	cup	1
5901	68	None	None
5901	195	cup	1
5901	47	cup	3
5901	196	None	None
5902	76	None	None
5902	162	teaspoon	2
5902	137	lb	1
5902	109	cup	4
5902	100	teaspoon	4
5903	178	cup	2
5903	195	cup	2
5903	100	tablespoon	2
5903	47	cup	5
5903	16	cup	4
5903	198	cup	2
5903	77	teaspoon	2
5903	94	None	None
5904	11	None	None
5904	63	pound	2
5904	201	cup	1
5904	47	None	None
5904	103	teaspoon	1
5904	162	teaspoon	1
5904	95	cup	1
5905	141	None	None
5905	47	None	None
5905	124	cup	3
5905	123	None	None
5905	119	tablespoon	1
5905	198	tablespoon	2
5905	162	teaspoon	1
5905	137	teaspoon	1
5905	159	teaspoon	2
5905	121	None	None
5905	195	cup	4
5905	74	cup	4
5905	178	tablespoon	2
5905	129	None	None
5906	145	None	None
5906	68	None	None
5906	80	ounce	6
5906	100	tablespoon	1
5906	162	tablespoon	3
5906	4	None	None
5906	30	tablespoon	3
5906	92	cup	4
5906	0	teaspoon	2
5907	30	cup	1
5907	162	teaspoon	1
5907	178	cup	4
5907	194	cup	7
5907	74	None	None
5907	68	None	None
5907	90	cup	4
5907	110	cup	2
5907	20	None	None
5908	195	cup	2
5908	53	cup	4
5909	4	None	None
5909	30	tablespoon	2
5909	162	teaspoon	4
5909	121	cup	1
5909	185	None	None
5909	137	teaspoon	4
5909	12	None	None
5910	176	pound	1
5910	195	tablespoon	3
5910	119	teaspoon	4
5910	173	tablespoon	4
5910	58	teaspoon	8
5910	41	tablespoon	6
5910	198	None	None
5910	126	tablespoon	2
5910	178	teaspoon	2
5910	79	None	None
5910	27	pound	2
5910	115	pound	1
5910	152	None	None
5911	119	tablespoon	2
5911	121	None	None
5911	76	None	None
5911	188	pound	3
5911	41	cup	9
5911	125	teaspoon	2
5911	186	None	None
5911	47	cup	1
5911	38	cup	1
5911	152	cup	1
5911	20	None	None
5911	16	cup	2
5912	188	pound	3
5912	121	None	None
5912	38	None	None
5912	36	None	None
5912	195	cup	0
5912	18	None	None
5912	58	None	None
5913	30	tablespoon	1
5913	119	tablespoon	1
5913	121	None	None
5913	36	tablespoon	1
5913	152	tablespoon	1
5913	162	None	None
5913	178	teaspoon	2
5913	185	None	None
5913	41	cup	4
5913	137	None	None
5914	20	cup	2
5914	76	None	None
5914	18	None	None
5914	0	teaspoon	4
5914	41	cup	2
5914	195	cup	2
5914	186	tablespoon	1
5914	21	pound	4
5914	143	pound	1
5914	47	None	None
5915	76	None	None
5915	162	cup	3
5915	16	cup	4
5915	100	teaspoon	1
5915	68	cup	4
5915	119	cup	4
5915	153	cup	4
5915	47	cup	2
5915	174	pound	1
5916	119	tablespoon	2
5916	121	cup	4
5916	47	tablespoon	3
5916	137	None	None
5916	202	None	None
5916	152	cup	2
5916	41	cup	3
5916	162	tablespoon	3
5917	143	pound	4
5917	201	cup	2
5917	47	tablespoon	1
5917	57	teaspoon	2
5917	100	tablespoon	1
5917	63	None	None
5918	99	pound	2
5918	74	tablespoon	1
5918	119	tablespoon	3
5918	137	None	None
5918	121	None	None
5918	47	None	None
5918	100	None	None
5918	41	cup	2
5918	186	tablespoon	1
5918	36	ounce	8
5918	131	cup	1
5919	110	cup	2
5919	63	None	None
5919	162	teaspoon	2
5919	76	None	None
5920	173	tablespoon	2
5920	198	tablespoon	1
5920	119	tablespoon	6
5920	58	teaspoon	3
5920	79	teaspoon	1
5920	76	None	None
5920	176	pound	2
5920	21	cup	4
5920	195	None	None
5920	137	None	None
5920	152	None	None
5921	26	None	None
5921	68	None	None
5921	121	cup	1
5921	98	cup	3
5921	76	tablespoon	1
5921	162	teaspoon	2
5921	137	teaspoon	2
5921	21	None	None
5921	143	None	None
5921	36	None	None
5922	74	cup	2
5922	162	cup	2
5922	30	cup	2
5922	195	tablespoon	4
5923	30	tablespoon	2
5923	47	cup	4
5923	38	cup	4
5923	15	cup	4
5923	121	None	None
5923	76	None	None
5923	51	None	None
5923	18	None	None
5923	41	cup	5
5923	146	cup	2
5923	110	cup	4
5923	118	teaspoon	1
5923	50	teaspoon	2
5923	57	teaspoon	2
5923	160	teaspoon	2
5923	0	teaspoon	4
5923	66	teaspoon	4
5924	109	cup	1
5924	172	cup	1
5924	44	teaspoon	2
5924	36	None	None
5924	10	None	None
5925	143	None	None
5925	119	tablespoon	1
5925	47	ounce	2
5925	161	ounce	2
5925	172	tablespoon	2
5925	121	teaspoon	2
5925	33	None	None
5925	147	teaspoon	2
5926	172	cup	2
5926	47	tablespoon	2
5926	76	None	None
5926	171	pound	1
5926	100	teaspoon	1
5926	119	tablespoon	1
5926	64	teaspoon	1
5926	121	cup	2
5926	202	pound	4
5926	41	cup	4
5927	115	ounce	0
5927	30	tablespoon	1
5927	21	cup	4
5927	195	cup	4
5927	58	tablespoon	2
5927	173	tablespoon	1
5927	100	tablespoon	1
5927	164	None	None
5928	109	cup	2
5928	123	teaspoon	1
5928	79	teaspoon	2
5928	103	tablespoon	1
5929	145	None	None
5929	119	teaspoon	2
5929	120	None	None
5929	121	None	None
5929	176	None	None
5929	114	None	None
5929	16	None	None
5929	40	None	None
5929	147	None	None
5929	79	teaspoon	1
5930	30	cup	4
5930	162	teaspoon	2
5930	170	cup	4
5930	178	cup	2
5930	68	None	None
5930	195	teaspoon	2
5930	74	cup	2
5930	190	teaspoon	2
5930	155	cup	2
5930	53	cup	2
5930	46	None	None
5930	133	cup	3
5930	148	cup	2
5931	152	cup	4
5931	162	tablespoon	2
5931	110	cup	2
5931	178	cup	3
5931	58	tablespoon	1
5931	68	None	None
5931	30	tablespoon	2
5931	184	None	None
5931	1	None	None
5932	141	None	None
5932	119	tablespoon	2
5932	110	cup	2
5933	68	None	None
5933	137	None	None
5933	30	tablespoon	2
5934	1	cup	3
5934	74	cup	4
5934	178	cup	2
5934	162	tablespoon	6
5934	30	tablespoon	6
5934	195	tablespoon	2
5934	100	cup	3
5934	172	tablespoon	3
5934	68	None	None
5935	76	None	None
5935	185	teaspoon	2
5935	119	tablespoon	2
5935	162	teaspoon	4
5935	127	teaspoon	2
5935	115	ounce	2
5935	47	tablespoon	1
5935	167	None	None
5935	28	cup	4
5935	74	tablespoon	2
5935	198	cup	2
5935	137	teaspoon	4
5936	58	None	None
5936	178	teaspoon	1
5936	14	teaspoon	2
5936	162	cup	4
5936	30	cup	4
5936	68	None	None
5936	47	tablespoon	2
5937	68	None	None
5937	12	None	None
5937	121	None	None
5937	130	None	None
5937	137	None	None
5938	47	teaspoon	2
5938	30	tablespoon	2
5938	2	tablespoon	1
5938	62	ounce	8
5938	172	cup	4
5938	100	teaspoon	2
5938	60	None	None
5939	192	tablespoon	3
5939	116	teaspoon	4
5939	119	cup	2
5939	159	ounce	4
5939	33	tablespoon	3
5939	102	None	None
5940	152	cup	2
5940	30	tablespoon	2
5940	162	teaspoon	1
5940	195	cup	3
5941	73	None	None
5941	90	cup	4
5941	30	tablespoon	1
5941	162	teaspoon	2
5941	100	tablespoon	2
5941	77	teaspoon	1
5941	195	tablespoon	2
5941	161	tablespoon	3
5941	47	cup	4
5941	166	tablespoon	3
5942	41	None	None
5942	26	cup	2
5942	47	tablespoon	2
5942	76	tablespoon	1
5942	183	teaspoon	1
5942	100	teaspoon	1
5942	119	cup	4
5942	137	None	None
5942	70	None	None
5943	74	cup	1
5943	58	tablespoon	3
5943	178	cup	4
5943	13	teaspoon	2
5943	162	tablespoon	2
5943	30	tablespoon	2
5943	197	cup	3
5943	134	pound	6
5943	4	cup	1
5943	100	cup	4
5943	118	teaspoon	2
5943	94	None	None
5944	173	cup	4
5944	103	cup	4
5944	76	tablespoon	1
5944	79	tablespoon	1
5944	66	teaspoon	2
5944	41	cup	1
5944	121	None	None
5944	119	None	None
5945	41	cup	7
5945	30	cup	3
5945	121	cup	4
5945	47	teaspoon	2
5945	152	cup	2
5945	198	cup	2
5945	175	cup	4
5945	197	cup	2
5945	159	cup	3
5946	47	None	None
5946	201	cup	2
5946	119	tablespoon	1
5946	162	None	None
5947	68	None	None
5947	116	teaspoon	2
5947	162	None	None
5947	119	None	None
5947	4	teaspoon	4
5947	93	teaspoon	2
5947	137	None	None
5947	26	None	None
5947	164	None	None
5947	16	cup	4
5947	67	cup	4
5947	45	tablespoon	2
5947	100	teaspoon	1
5948	163	pound	4
5948	119	tablespoon	2
5948	121	cup	1
5948	47	cup	2
5948	27	cup	3
5948	202	None	None
5948	198	cup	4
5948	186	None	None
5948	130	pound	1
5949	30	cup	4
5949	162	teaspoon	2
5949	47	cup	2
5949	178	cup	4
5949	74	tablespoon	1
5949	123	teaspoon	2
5949	68	None	None
5950	178	None	None
5950	100	None	None
5951	68	None	None
5951	202	None	None
5951	137	None	None
5951	121	None	None
5951	119	tablespoon	3
5951	192	teaspoon	3
5951	72	cup	3
5951	16	tablespoon	2
5952	41	None	None
5952	121	None	None
5952	119	tablespoon	2
5952	36	None	None
5952	202	None	None
5952	131	cup	2
5952	44	None	None
5952	11	None	None
5952	103	None	None
5953	46	cup	4
5953	30	cup	4
5953	162	teaspoon	2
5953	62	pound	2
5953	178	cup	4
5953	172	cup	1
5953	123	cup	4
5953	124	cup	4
5953	74	cup	4
5953	68	None	None
5953	10	None	None
5954	119	tablespoon	2
5954	121	cup	2
5954	47	cup	3
5954	162	None	None
5954	76	None	None
5954	58	cup	4
5954	30	cup	2
5954	16	tablespoon	3
5955	74	cup	2
5955	13	teaspoon	2
5955	162	tablespoon	6
5955	30	cup	3
5955	178	cup	3
5955	68	None	None
5955	190	teaspoon	2
5955	172	cup	2
5955	4	None	None
5956	30	tablespoon	5
5956	62	ounce	4
5956	74	cup	1
5956	178	cup	4
5956	162	teaspoon	4
5956	46	cup	3
5956	68	None	None
5956	190	teaspoon	1
5956	47	cup	3
5957	68	None	None
5957	62	ounce	4
5957	45	tablespoon	2
5957	30	tablespoon	2
5958	76	None	None
5958	51	None	None
5958	162	teaspoon	2
5958	127	teaspoon	2
5958	64	teaspoon	2
5958	57	teaspoon	2
5958	137	teaspoon	1
5958	50	teaspoon	2
5958	119	None	None
5958	176	pound	4
5958	70	None	None
5958	143	None	None
5959	77	teaspoon	1
5959	100	tablespoon	2
5959	108	cup	2
5959	172	cup	4
5959	68	None	None
5959	147	tablespoon	1
5959	161	pound	4
5959	47	None	None
5959	45	None	None
5959	121	None	None
5959	192	cup	2
5959	162	teaspoon	2
5959	26	None	None
5959	10	None	None
5960	74	cup	4
5960	162	teaspoon	1
5960	41	None	None
5960	119	cup	4
5960	120	cup	1
5960	121	None	None
5960	47	cup	4
5960	76	None	None
5960	198	cup	2
5960	186	None	None
5960	137	None	None
5960	16	cup	4
5961	198	cup	1
5961	47	cup	3
5961	116	cup	2
5961	119	cup	4
5961	76	None	None
5961	99	pound	3
5961	21	cup	1
5961	30	tablespoon	2
5961	70	None	None
5962	74	cup	2
5962	52	cup	2
5962	13	teaspoon	2
5962	30	cup	1
5962	178	None	None
5962	68	None	None
5962	190	teaspoon	2
5962	110	ounce	2
5962	97	cup	1
5963	30	None	None
5963	12	None	None
5963	103	teaspoon	2
5964	178	cup	2
5964	30	tablespoon	6
5964	112	tablespoon	2
5964	100	tablespoon	1
5964	74	cup	3
5964	79	teaspoon	1
5965	178	cup	4
5965	195	cup	2
5965	103	cup	3
5965	70	None	None
5966	195	cup	4
5966	178	tablespoon	1
5966	200	teaspoon	4
5966	74	cup	1
5966	47	cup	2
5966	71	tablespoon	2
5966	162	tablespoon	1
5967	161	None	None
5967	162	teaspoon	2
5967	137	teaspoon	4
5967	116	teaspoon	4
5967	12	None	None
5967	167	cup	3
5967	119	tablespoon	2
5967	175	oz	0
5967	70	None	None
5968	74	cup	2
5968	13	teaspoon	4
5968	162	cup	4
5968	30	cup	4
5968	178	cup	3
5968	100	tablespoon	6
5968	68	None	None
5969	116	cup	2
5969	5	pound	1
5969	76	None	None
5969	141	pound	2
5969	162	teaspoon	4
5969	137	teaspoon	2
5969	184	None	None
5970	178	cup	5
5970	74	cup	2
5970	52	cup	4
5970	14	teaspoon	1
5970	162	cup	2
5970	110	cup	2
5970	30	cup	2
5970	68	None	None
5970	137	teaspoon	2
5970	62	None	None
5971	78	ounce	2
5971	183	teaspoon	1
5971	68	None	None
5971	95	None	None
5972	63	None	None
5972	162	teaspoon	2
5972	116	tablespoon	3
5972	198	teaspoon	1
5972	178	teaspoon	4
5972	47	tablespoon	3
5973	71	teaspoon	2
5973	137	teaspoon	2
5973	47	tablespoon	2
5973	162	tablespoon	1
5973	119	tablespoon	6
5973	41	pound	4
5973	100	None	None
5973	76	None	None
5973	143	pound	2
5974	110	cup	1
5974	90	cup	1
5974	123	None	None
5974	100	None	None
5974	68	None	None
5974	178	cup	3
5974	162	None	None
5975	84	lb	3
5975	121	lb	1
5975	30	tablespoon	3
5975	162	teaspoon	2
5975	178	teaspoon	2
5975	192	teaspoon	2
5975	198	cup	3
5975	119	cup	4
5975	68	None	None
5975	70	None	None
5976	175	pound	4
5976	195	cup	1
5976	119	teaspoon	2
5976	166	teaspoon	2
5976	173	teaspoon	2
5976	152	teaspoon	2
5977	119	cup	4
5977	41	None	None
5977	121	None	None
5977	47	None	None
5977	125	tablespoon	1
5977	186	None	None
5977	198	cup	3
5977	136	ounce	8
5977	114	cup	1
5978	30	None	None
5978	178	cup	4
5978	80	ounce	2
5978	100	teaspoon	1
5978	190	teaspoon	1
5978	68	None	None
5978	74	tablespoon	3
5978	70	None	None
5979	73	None	None
5979	47	teaspoon	1
5979	100	cup	1
5979	95	None	None
5979	121	None	None
5979	137	None	None
5979	58	None	None
5979	143	None	None
5980	74	cup	2
5980	14	teaspoon	2
5980	79	teaspoon	1
5980	50	teaspoon	1
5980	51	teaspoon	2
5980	162	teaspoon	2
5980	119	cup	2
5980	178	cup	2
5980	68	None	None
5980	112	cup	1
5980	195	cup	1
5980	196	None	None
5981	119	tablespoon	1
5981	188	pound	4
5981	153	None	None
5981	47	None	None
5981	68	None	None
5981	197	tablespoon	3
5981	16	teaspoon	2
5981	125	teaspoon	2
5981	137	teaspoon	2
5981	117	None	None
5981	144	cup	3
5982	47	None	None
5982	121	None	None
5982	30	cup	4
5982	74	cup	4
5982	21	cup	4
5982	186	cup	4
5982	38	None	None
5982	58	teaspoon	2
5982	18	None	None
5983	159	cup	2
5983	65	cup	1
5983	30	cup	1
5983	162	teaspoon	1
5983	178	cup	4
5983	123	teaspoon	2
5983	190	teaspoon	1
5983	74	cup	2
5983	53	cup	4
5984	201	cup	2
5984	178	tablespoon	3
5984	90	tablespoon	3
5985	105	cup	2
5985	36	cup	2
5985	39	cup	3
5985	30	cup	4
5985	162	teaspoon	1
5985	172	cup	4
5985	110	cup	4
5985	68	None	None
5985	116	teaspoon	4
5985	137	teaspoon	4
5985	128	cup	4
5986	132	None	None
5986	178	tablespoon	2
5986	92	tablespoon	2
5986	124	cup	2
5986	35	teaspoon	2
5986	162	teaspoon	4
5986	100	teaspoon	2
5986	172	cup	4
5986	20	None	None
5987	130	pound	2
5987	20	None	None
5987	119	tablespoon	1
5987	121	None	None
5987	172	tablespoon	2
5987	47	tablespoon	1
5987	162	teaspoon	2
5987	137	teaspoon	4
5987	80	ounce	4
5988	68	lb	2
5988	121	None	None
5988	119	cup	4
5988	47	cup	3
5988	100	tablespoon	3
5988	178	tablespoon	1
5988	162	teaspoon	1
5988	195	cup	3
5989	30	cup	4
5989	121	None	None
5989	47	tablespoon	2
5989	185	None	None
5989	41	cup	4
5989	110	cup	2
5989	20	cup	4
5989	159	tablespoon	6
5990	119	cup	2
5990	185	tablespoon	2
5990	160	tablespoon	2
5990	158	tablespoon	2
5990	47	cup	1
5990	38	cup	1
5990	121	cup	1
5990	188	None	None
5990	198	cup	3
5990	41	cup	3
5990	30	tablespoon	6
5990	74	tablespoon	6
5991	188	pound	6
5991	195	None	None
5991	47	None	None
5991	119	ounce	8
5991	121	None	None
5991	38	None	None
5991	68	None	None
5991	175	ounce	8
5992	71	teaspoon	1
5992	201	cup	2
5992	76	None	None
5992	79	teaspoon	1
5992	64	teaspoon	2
5992	57	teaspoon	2
5992	137	teaspoon	4
5992	189	teaspoon	4
5992	37	teaspoon	8
5992	162	teaspoon	1
5992	87	oz	6
5992	47	tablespoon	3
5992	100	teaspoon	2
5992	54	None	None
5993	47	cup	2
5993	198	cup	2
5993	124	cup	4
5993	100	tablespoon	1
5993	3	None	None
5993	18	None	None
5993	50	None	None
5993	79	teaspoon	2
5993	183	tablespoon	1
5994	68	ounce	5
5994	30	None	None
5994	178	cup	2
5994	100	teaspoon	1
5994	118	teaspoon	4
5994	4	pound	2
5994	172	None	None
5995	68	None	None
5995	116	tablespoon	1
5995	162	teaspoon	2
5995	137	teaspoon	2
5995	30	tablespoon	3
5995	188	ounce	4
5995	121	cup	4
5995	185	None	None
5995	62	ounce	4
5996	136	pound	2
5996	76	None	None
5996	100	None	None
5996	16	cup	4
5996	187	None	None
5997	74	cup	2
5997	190	cup	4
5997	118	teaspoon	4
5997	178	cup	2
5997	68	None	None
5997	30	cup	4
5997	135	cup	4
5997	148	cup	3
5998	88	None	None
5998	97	cup	3
5998	116	tablespoon	2
5999	195	cup	4
5999	68	None	None
5999	162	None	None
5999	74	cup	4
5999	30	pound	1
6000	148	tablespoon	2
6000	31	pound	2
6000	119	tablespoon	2
6000	162	tablespoon	3
6000	137	teaspoon	4
6000	30	tablespoon	3
6000	185	None	None
6001	178	tablespoon	2
6001	195	cup	4
6001	47	cup	2
6001	162	tablespoon	3
6001	53	teaspoon	2
6001	52	tablespoon	6
6001	190	None	None
6001	30	tablespoon	3
6001	4	None	None
6001	94	None	None
6002	74	cup	2
6002	50	teaspoon	2
6002	162	tablespoon	3
6002	47	ounce	6
6002	30	tablespoon	3
6002	68	None	None
6002	178	cup	1
6002	190	teaspoon	2
6002	197	tablespoon	2
6003	76	None	None
6003	137	None	None
6003	62	None	None
6003	64	teaspoon	2
6003	47	tablespoon	2
6003	121	cup	4
6003	171	pound	2
6004	57	teaspoon	1
6004	189	teaspoon	1
6004	100	cup	3
6004	121	None	None
6004	49	tablespoon	3
6004	76	None	None
6005	47	tablespoon	2
6005	76	None	None
6005	103	tablespoon	3
6005	167	tablespoon	2
6005	79	tablespoon	1
6005	198	cup	4
6005	30	cup	2
6005	137	None	None
6005	165	None	None
6005	119	tablespoon	1
6006	12	cup	4
6006	21	pound	4
6006	141	pound	4
6006	68	None	None
6006	96	cup	4
6006	137	teaspoon	1
6006	162	teaspoon	2
6006	47	cup	3
6006	125	tablespoon	1
6006	39	cup	4
